epoch,avg_loss
1,0.08877410521109899
2,0.04824458027879397
3,0.04418755461772283
4,0.0438705675303936
5,0.0430961267153422
6,0.042981567829847335
7,0.04256081302960714
8,0.04212558334072431
9,0.04147807739675045
10,0.04151710994541645
11,0.041130406856536864
12,0.04100611885388692
13,0.04085309570034345
14,0.04047508984804153
15,0.04014291008313497
16,0.04024566064278285
17,0.039528821955124534
18,0.03916055664420128
19,0.039130123257637026
20,0.03838957766691844
21,0.03833658471703529
22,0.037822384883960086
23,0.03765057091911634
24,0.037422826687494914
25,0.03695679878195127
26,0.036679133375485735
27,0.03622963100671768
28,0.03465634117523829
29,0.032871420457959176
30,0.031726612423857055
31,0.031170113186041515
32,0.03075469287733237
33,0.030172535131374995
34,0.02986713541050752
35,0.029644499371449154
36,0.028854978730281193
37,0.028462496077020963
38,0.02816372978190581
39,0.027826334337393444
40,0.027674265205860138
41,0.02735069828728835
42,0.027120460296670597
43,0.026959992796182632
44,0.026645444482564926
45,0.02637092404067516
46,0.02625269571940104
47,0.02587296535571416
48,0.025462076291441916
49,0.025242371757825215
50,0.025016296158234277
51,0.024739234521985055
52,0.024565053780873616
53,0.024383893211682637
54,0.024310588836669922
55,0.024047342439492542
56,0.023639850144584973
57,0.02354818897942702
58,0.023422597795724868
59,0.023130297909180322
60,0.02289501518011093
61,0.022647518093387286
62,0.022314433579643567
63,0.022194032693902653
64,0.022126442169149718
65,0.021961264486114185
66,0.021759919101993243
67,0.021679546609520914
68,0.021436813523372015
69,0.02138663110633691
70,0.02114822342991829
71,0.021128611688812575
72,0.02057499113182227
73,0.020620404481887816
74,0.020509860925376416
75,0.020151259874304137
76,0.020034832333525023
77,0.019684483110904694
78,0.0199935582280159
79,0.019771790578961373
80,0.019251842498779297
81,0.019341360355416934
82,0.01889202987154325
83,0.01876146669189135
84,0.018458025877674422
85,0.018267126952608428
86,0.017986069892843563
87,0.017732415075103442
88,0.017673865060011545
89,0.017827128494779267
90,0.017753748719890914
91,0.017474620193243025
92,0.01727556360264619
93,0.016924927234649657
94,0.0168606303135554
95,0.016753773018717767
96,0.01645197222630183
97,0.01621555171906948
98,0.016158468884726364
99,0.016017335914075375
100,0.015956148964663346
101,0.0156796312580506
102,0.015986091097195943
103,0.01604157509903113
104,0.015786860957741736
105,0.015350854024291039
106,0.015123357996344566
107,0.01487681378920873
108,0.01568994333346685
109,0.015476518621047338
110,0.014734666471680006
111,0.01445311243335406
112,0.014080443692704041
113,0.013918430184324582
114,0.013826929827531179
115,0.013653022746245067
116,0.01352707490324974
117,0.013402485599120459
118,0.013258139006793498
119,0.013374390602111817
120,0.01341688770800829
121,0.013297335083285967
122,0.01340262131144603
123,0.013398406033714613
124,0.013279518348475298
125,0.01330476342389981
126,0.012778390012681485
127,0.012642814628779888
128,0.01239039974908034
129,0.012257131276031336
130,0.012316186365981897
131,0.012296576090157031
132,0.012045763557155927
133,0.01205779613306125
134,0.011873135504623255
135,0.011713508764902751
136,0.011628469402591388
137,0.011523089098433654
138,0.011329253849883874
139,0.011195635870099068
140,0.011098359016080698
141,0.01091563188781341
142,0.010900885177155336
143,0.01090405578414599
144,0.0107674594844381
145,0.010746726791063945
146,0.01065539131561915
147,0.010744418489436308
148,0.010696274576087792
149,0.01082338927934567
150,0.010900313283006351
151,0.010689648799598217
152,0.010528814742962519
153,0.010333349779248237
154,0.010369181260466575
155,0.010393037125468255
156,0.010132206479708354
157,0.009979653892417749
158,0.009869727765520414
159,0.009838083895544211
160,0.009635937052468459
161,0.00949164534608523
162,0.009521261944125095
163,0.00940759539604187
164,0.009312393255531787
165,0.00924754502872626
166,0.00922255645195643
167,0.009424320943653584
168,0.009731406886130571
169,0.009513913914561271
170,0.009587471485137939
171,0.009343476146459579
172,0.009384906366467476
173,0.009259363549451033
174,0.009223685761292776
175,0.009364824791749318
176,0.009371679710845153
177,0.008998745145897071
178,0.008877192636330923
179,0.008847834952175617
180,0.008559163697063922
181,0.008387522933383783
182,0.00826843139405052
183,0.008271271077295144
184,0.008214075155556201
185,0.00814857573558887
186,0.00813008530686299
187,0.008217252120375633
188,0.008394008210549753
189,0.008215718908856312
190,0.008245275802910328
191,0.008112006007383267
192,0.008338058901329836
193,0.008499652606745562
194,0.00817316960543394
195,0.008031765160461267
196,0.008080131262540818
197,0.008017420222361883
198,0.007831959575414658
199,0.007611512610067924
200,0.007498130289216837
